,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
7982,pl0289a,SlCieszCies_dojaz,49.751667,18.627501,390,poland,PL,background,urban,05/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,1150,airbase
7983,pl0290a,"Lubliniec,ul. Piaskowa",50.658357,18.69622,260,poland,PL,background,urban,08/01/2007 00:00,30/12/2018 23:00,NET_PL_SL_AQ,STA_PL0290A,PL0290A,8985,airbase; aqer:e1a
7984,pl0291a,SlRacibRaci_studz,50.060833,18.191111,205,poland,PL,background,urban,09/01/2007 00:00,31/12/2010 00:00,NA,NA,NA,2177,airbase
7985,pl0292a,SlWodziWodz_bogum,50.000557,18.458334,235,poland,PL,background,urban,04/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,1310,airbase
7986,pl0293a,"Zawiercie,ul. M. Skłodowskiej-Curie 16",50.47954,19.43301,335,poland,PL,background,urban,01/01/2007 00:00,13/11/2018 23:00,NET_PL_SL_AQ,STA_PL0293A,PL0293A,6630,airbase; aqer:e1a
7987,pl0294a,"Żywiec,ul. Kopernika  83 a",49.671602,19.234446,368,poland,PL,background,urban,02/01/2007 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0294A,PL0294A,205492,airbase; aqer:e1a; aqer:e2a
7988,pl0295a,WIOŚ Elbląg ul. Bażyńskiego,54.167847,19.410942,15,poland,PL,background,urban,01/01/2007 00:00,14/12/2020 02:00,NET_PL_WM_AQ,STA_PL0295A,PL0295A,858424,airbase; aqer:e1a; aqer:e2a
7989,pl0296a,WIOŚ Mrągowo ul. Parkowa,53.866133,21.296122,165,poland,PL,background,urban,01/01/2007 00:00,15/12/2016 08:00,NET_PL_WM_AQ,STA_PL0296A,PL0296A,335157,airbase; aqer:e1a
7990,pl0297a,WmOlsztyWSSE_Zolnier,53.770832,20.49,125,poland,PL,background,urban,01/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,4758,airbase
7991,pl0298a,Koszalin_ArmiiKrajowej,54.193986,16.172544,31,poland,PL,traffic,urban,01/01/2007 00:00,14/12/2020 02:00,NET_PL_ZP_AQ,STA_PL0298A,PL0298A,429514,airbase; aqer:e1a; aqer:e2a
7992,pl0299a,ZpKoszalinWSSE,54.190277,16.195833,120,poland,PL,background,urban,02/01/2007 00:00,21/12/2009 00:00,NA,NA,NA,2299,airbase
7993,pl0300a,ZpSzcSzczecinekPSSE,53.701946,16.706945,160,poland,PL,industrial,urban,03/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,1516,airbase
7994,pl0301a,DsLegSmok,51.18,16.09639,161,poland,PL,industrial,urban,01/01/2007 00:00,17/12/2007 00:00,NA,NA,NA,326,airbase
7995,pl0302a,MpBochniWSSEKazi0104,49.959167,20.420555,202,poland,PL,background,urban,01/01/2007 00:00,31/12/2007 00:00,NA,NA,NA,296,airbase
7996,pl0303a,MpChrzanWSSEGrzy0301,50.136948,19.397223,276,poland,PL,background,urban,01/01/2007 00:00,16/12/2009 00:00,NA,NA,NA,3420,airbase
7997,pl0304a,MpNoTargWSSESzaf1102,49.474445,20.025833,599,poland,PL,background,urban,02/01/2007 00:00,11/12/2009 00:00,NA,NA,NA,2494,airbase
7998,pl0305a,MpNSaczWSSETarn6202,49.635281,20.693054,300,poland,PL,background,urban,02/01/2007 00:00,14/12/2009 00:00,NA,NA,NA,2660,airbase
7999,pl0306a,"Olkusz,ul. Francesco Nullo",50.277569,19.569869,384,poland,PL,background,urban,01/01/2007 00:00,31/12/2017 22:00,NET_PL_MP_AQ,STA_PL0306A,PL0306A,386219,airbase; aqer:e1a
8000,pl0307a,MpOswiecWSSEWiez1301,50.035,19.201389,222,poland,PL,background,urban,01/01/2007 00:00,06/12/2009 00:00,NA,NA,NA,1037,airbase
8001,pl0308a,Warszawa-Tołstoja,52.285073,20.933018,99,poland,PL,background,urban,01/01/2007 00:00,14/12/2020 01:00,NET_PL_MZ_AQ,STA_PL0308A,PL0308A,61472,airbase; aqer:e1a; aqer:e2a
8002,pl0309a,MzWarszBorKomWSSE,52.247223,21.079723,98,poland,PL,background,urban,04/01/2007 00:00,31/12/2007 00:00,NA,NA,NA,311,airbase
8003,pl0310a,AM10 Gdynia Śródmieście,54.525274,18.536382,4,poland,PL,background,urban,01/01/2007 00:00,13/03/2020 11:00,NET_PL_PM_AQ,STA_PL0310A,PL0310A,131909,airbase; aqer:e1a; aqer:e2a
8004,pl0311a,POLPHARMA Starogard Gdański - Lubichowska,53.965664,18.527636,85,poland,PL,background,urban,01/02/2007 00:00,31/12/2017 22:00,NET_PL_PM_AQ,STA_PL0311A,PL0311A,532342,airbase; aqer:e1a
8005,pl0312a,WIOŚ Gołdap ul. Jaćwieska,54.305908,22.307681,170,poland,PL,background,urban,01/01/2008 00:00,14/12/2020 02:00,NET_PL_WM_AQ,STA_PL0312A,PL0312A,672026,airbase; aqer:e1a; aqer:e2a
8006,pl0313a,ZpSzcStorkowoDO,53.779167,16.4975,88,poland,PL,background,rural,01/01/2008 00:00,31/12/2011 23:00,NA,NA,NA,137580,airbase
8007,pl0314a,ZpGryfMarwiceDO,53.165,14.413889,24,poland,PL,background,rural,01/01/2008 00:00,31/12/2011 23:00,NA,NA,NA,137923,airbase
8008,pl0315a,Bogatynia - Chopina,50.905856,14.967175,263,poland,PL,industrial,urban,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0315A,PL0315A,214591,airbase; aqer:e1a
8009,pl0316a,Jasna Góra - Sportowa,50.873692,14.954236,358,poland,PL,industrial,rural,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0316A,PL0316A,205455,airbase; aqer:e1a
8010,pl0317a,Oława - Żołnierzy AK,50.942073,17.291333,130,poland,PL,background,urban,01/07/2008 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0317A,PL0317A,352917,airbase; aqer:e1a; aqer:e2a
8011,pl0318a,Radomierzyce,51.0583,14.973735,196,poland,PL,industrial,rural,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0318A,PL0318A,203514,airbase; aqer:e1a
8012,pl0319a,Witka,51.041136,14.980327,212,poland,PL,industrial,rural,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0319A,PL0319A,205789,airbase; aqer:e1a
8013,pl0320a,Wyszków,50.963536,14.993653,329,poland,PL,industrial,rural,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0320A,PL0320A,212870,airbase; aqer:e1a
8014,pl0321a,Ząbkowice Śląskie,50.592325,16.819786,277,poland,PL,background,urban,01/09/2008 00:00,08/12/2020 05:00,NET_PL_DS_AQ,STA_PL0321A,PL0321A,431883,airbase; aqer:e1a; aqer:e2a
8015,pl0322a,Zgorzelec - Orzeszkowej,51.130156,15.001958,192,poland,PL,industrial,urban,01/01/2008 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0322A,PL0322A,212997,airbase; aqer:e1a
8016,pl0323a,KpBrodnZwirki,53.2575,19.406667,71,poland,PL,background,urban,03/01/2008 00:00,20/12/2010 00:00,NA,NA,NA,917,airbase
8017,pl0324a,KpBydgATRKalisk,53.14278,18.126945,45,poland,PL,background,urban,01/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1145,airbase
8018,pl0325a,KpBydgMorska,53.1275,18.054444,50,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,1411,airbase
8019,pl0326a,KpBydgZachemHutn,53.101666,18.106112,66,poland,PL,industrial,urban,01/01/2008 00:00,31/12/2012 00:00,NA,NA,NA,1014,airbase
8020,pl0327a,KpBydgZachemWojska,53.102222,18.059444,63,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1526,airbase
8021,pl0328a,KpChelmnLunawska,53.348611,18.445278,60,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,632,airbase
8022,pl0329a,KpGrudzKosynierow,53.492778,18.754167,53,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,619,airbase
8023,pl0330a,KpInowrKleeberga,52.786667,18.250555,94,poland,PL,background,urban,02/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,789,airbase
8024,pl0331a,KpInowrPlacKlaszt,52.796667,18.258889,108,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,992,airbase
8025,pl0332a,KpMogilKosciuszki,52.659167,17.949722,95,poland,PL,background,urban,02/01/2008 00:00,20/12/2010 00:00,NA,NA,NA,756,airbase
8026,pl0333a,Naftobazy,52.970278,18.091389,70,poland,PL,industrial,rural,02/01/2008 00:00,29/12/2013 23:00,NET_PL_KP_AQ,STA_PL0333A,PL0333A,886,airbase; aqer:e1a
8027,pl0334a,KpPiech,52.816389,18.032778,101,poland,PL,industrial,rural,01/01/2008 00:00,30/12/2011 00:00,NA,NA,NA,1132,airbase
8028,pl0336a,KpSwiecSadowa,53.407222,18.453889,35,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,966,airbase
8029,pl0337a,KpTorunGagarina,53.018333,18.565,53,poland,PL,background,urban,01/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,1220,airbase
8030,pl0338a,KpTorunKonstytucji,53.023888,18.681665,68,poland,PL,background,urban,03/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,594,airbase
8031,pl0339a,KpTorunKopernika,53.009167,18.604167,48,poland,PL,background,urban,01/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,1220,airbase
8032,pl0340a,KpTorunPoznanska,52.99361,18.595278,46,poland,PL,background,urban,03/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,594,airbase
8033,pl0341a,Tuchola Piastowska,53.585961,17.86935,109,poland,PL,background,suburban,01/01/2008 00:00,29/12/2013 23:00,NET_PL_KP_AQ,STA_PL0341A,PL0341A,4243,airbase; aqer:e1a
8034,pl0342a,KpWienSanatorium,52.656944,18.988611,64,poland,PL,background,suburban,02/01/2008 00:00,13/12/2010 00:00,NA,NA,NA,1565,airbase
8035,pl0343a,KpWloclKilinskiego,52.656389,19.062778,60,poland,PL,background,urban,03/01/2008 00:00,13/12/2010 00:00,NA,NA,NA,655,airbase
8036,pl0344a,KpWloclMalinowa,52.678612,19.051666,55,poland,PL,background,urban,03/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,778,airbase
8037,pl0345a,KpWloclPlocka,52.654446,19.101667,60,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1381,airbase
8038,pl0346a,KpWlocZytnia,52.646389,19.091112,55,poland,PL,industrial,urban,03/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,913,airbase
8039,pl0347a,KpZninBrowarowa,52.851667,17.715556,92,poland,PL,background,urban,02/01/2008 00:00,27/12/2010 00:00,NA,NA,NA,911,airbase
8040,pl0348a,KpZninPotockiego,52.848333,17.733889,80,poland,PL,background,rural,04/09/2008 00:00,29/12/2012 00:00,NA,NA,NA,475,airbase
8041,pl0349a,Biały Słup (RPN),50.590806,22.997889,240,poland,PL,background,rural,01/01/2008 00:00,31/12/2017 22:00,NET_PL_LB_AQ,STA_PL0349A,PL0349A,335127,airbase; aqer:e1a
8042,pl0350a,LbBilgorajWSSE,50.533889,22.716667,193,poland,PL,background,urban,02/01/2008 00:00,29/12/2008 00:00,NA,NA,NA,105,airbase
8043,pl0351a,LbHrubieszowWIOS,50.804722,23.913055,191,poland,PL,background,urban,14/01/2008 00:00,13/12/2009 00:00,NA,NA,NA,191,airbase
8044,pl0353a,Kraśnik ul. Koszarowa,50.928239,22.228308,214,poland,PL,background,suburban,01/01/2008 00:00,30/12/2018 23:00,NET_PL_LB_AQ,STA_PL0353A,PL0353A,7076,airbase; aqer:e1a
8045,pl0354a,LbKrasnikSpoldziel,50.927502,22.228611,230,poland,PL,background,urban,01/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,103,airbase
8046,pl0355a,LbKrasnobrodWSSE,50.543888,23.216112,259,poland,PL,background,urban,02/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,207,airbase
8047,pl0356a,LbLublinMaszynowa,51.244724,22.59639,175,poland,PL,background,urban,01/01/2008 00:00,22/12/2009 00:00,NA,NA,NA,255,airbase
8048,pl0357a,LbLukowBrowarna,51.92889,22.375278,160,poland,PL,background,urban,21/03/2008 00:00,31/12/2010 00:00,NA,NA,NA,985,airbase
8049,pl0358a,LBMiedzPStaromiejska,51.985556,22.791675,151,poland,PL,background,urban,02/01/2008 00:00,29/12/2008 00:00,NA,NA,NA,53,airbase
8050,pl0359a,LbNaleczowKasztan,51.287498,22.208334,165,poland,PL,background,urban,01/01/2008 00:00,22/12/2009 00:00,NA,NA,NA,202,airbase
8051,pl0360a,Puławy Ul. Lubelska,51.417258,21.972761,138,poland,PL,background,urban,01/01/2008 00:00,31/12/2014 22:00,NET_PL_LB_AQ,STA_PL0360A,PL0360A,93246,airbase; aqer:e1a
8052,pl0361a,LbRejowiecFabrWIOS,51.110278,23.246944,190,poland,PL,background,urban,01/01/2008 00:00,31/12/2010 00:00,NA,NA,NA,2164,airbase
8053,pl0362a,LbSwidnikWPolskiego,51.221947,22.687222,200,poland,PL,background,urban,01/01/2008 00:00,24/12/2009 00:00,NA,NA,NA,497,airbase
8054,pl0363a,LbSzczebPartyzantow,50.698055,22.971945,215,poland,PL,background,urban,28/01/2008 00:00,12/12/2008 00:00,NA,NA,NA,114,airbase
8055,pl0364a,LbTomaszowLubWSSE,50.447224,23.416945,258,poland,PL,background,urban,02/01/2008 00:00,29/12/2008 00:00,NA,NA,NA,106,airbase
8056,pl0365a,LbWlodawWSSE,51.558334,23.553333,190,poland,PL,background,urban,02/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,105,airbase
8057,pl0366a,Brzeziny-Reformacka1,51.797814,19.755769,185,poland,PL,background,urban,01/01/2008 00:00,30/12/2018 23:00,NET_PL_LD_AQ,STA_PL0366A,PL0366A,8227,airbase; aqer:e1a
8058,pl0367a,LdKutnoWSSEMGrunwal,52.229168,19.372223,166,poland,PL,background,urban,02/01/2008 00:00,15/12/2008 00:00,NA,NA,NA,438,airbase
8059,pl0370a,LdLowiczWSSEMSwFlori,52.108055,19.936943,86,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,265,airbase
8060,pl0371a,LdOzorkoWSSEMWigury1,51.967222,19.290283,126,poland,PL,background,urban,01/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,325,airbase
8061,pl0372a,LdPabianWSSEMNowa,51.659168,19.320835,188,poland,PL,background,urban,01/01/2008 00:00,31/12/2008 00:00,NA,NA,NA,322,airbase
8062,pl0373a,LdPajeczWSSEMZeromsk,51.150556,18.987781,220,poland,PL,background,urban,01/01/2008 00:00,31/12/2008 00:00,NA,NA,NA,98,airbase
8063,pl0374a,LdSieradWIOSMKoscius,51.594444,18.736111,163,poland,PL,traffic,urban,03/01/2008 00:00,31/12/2010 00:00,NA,NA,NA,989,airbase
8064,pl0375a,LdSieradWSSEMPOW52,51.595833,18.720278,130,poland,PL,traffic,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,877,airbase
8065,pl0376a,LuDrezdeWSSE,52.839167,15.835578,29,poland,PL,background,urban,03/01/2008 00:00,29/12/2008 00:00,NA,NA,NA,149,airbase
8066,pl0377a,LuGorzowWSSE_5,52.739723,15.23,20,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,310,airbase
8067,pl0378a,LuGorzowWSSE_6,52.754723,15.241944,20,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,308,airbase
8068,pl0379a,LuMiedzyWSSE,52.44278,15.581388,50,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,310,airbase
8069,pl0380a,LuNowasoWSSE,51.8025,15.715014,70,poland,PL,background,urban,03/01/2008 00:00,23/12/2008 00:00,NA,NA,NA,148,airbase
8070,pl0381a,LuSlubWSSE,52.350277,14.557222,30,poland,PL,background,urban,03/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,214,airbase
8071,pl0382a,LuSuleciWSSE,52.449722,15.116944,80,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,149,airbase
8072,pl0383a,LuSwieboWIOS_MOB,52.24778,15.534722,80,poland,PL,background,urban,07/01/2008 00:00,31/12/2008 23:00,NA,NA,NA,43996,airbase
8073,pl0384a,LuSwieboWSSE,52.25111,15.531667,80,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,300,airbase
8074,pl0385a,LuZaganWSSE,51.612499,15.328889,106,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,206,airbase
8075,pl0386a,LuZaryWSSE,51.640003,15.135555,150,poland,PL,background,urban,01/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,1167,airbase
8076,pl0387a,LuZaryWSSE_2,51.634445,15.141111,150,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,145,airbase
8077,pl0388a,LuZgoraWSSE_1,51.93,15.503056,150,poland,PL,background,urban,01/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1394,airbase
8078,pl0389a,MpBochniWSSEKons0105,49.972778,20.428056,202,poland,PL,background,urban,01/01/2008 00:00,31/12/2010 00:00,NA,NA,NA,4015,airbase
8079,pl0390a,MpBrzeskWSSEGlow0201,49.9675,20.607783,222,poland,PL,background,urban,02/01/2008 00:00,31/12/2008 00:00,NA,NA,NA,298,airbase
8080,pl0391a,MpGorlicWSSELegi0501,49.659168,21.16,276,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1603,airbase
8081,pl0392a,MpKrakowWSSEKapi6108,49.991669,19.934999,237,poland,PL,background,urban,07/01/2008 00:00,21/12/2009 00:00,NA,NA,NA,1389,airbase
8082,pl0393a,MpMuszynWSSERyne1001,49.356388,20.897778,450,poland,PL,background,urban,02/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,621,airbase
8083,pl0394a,MzMinskKilinWSSE,52.179722,21.566111,172,poland,PL,background,urban,04/01/2008 00:00,18/12/2008 00:00,NA,NA,NA,325,airbase
8084,pl0395a,MzOstMazSikorWSSE,52.803612,21.892221,128,poland,PL,background,urban,07/01/2008 00:00,12/12/2009 00:00,NA,NA,NA,991,airbase
8085,pl0396a,MzPlockPKN1,52.588612,19.725834,110,poland,PL,industrial,urban,01/01/2008 00:00,31/12/2009 23:00,NA,NA,NA,27264,airbase
8086,pl0397a,MzPlockPKN2,52.584167,19.6114,109,poland,PL,background,rural,01/01/2008 00:00,31/12/2008 23:00,NA,NA,NA,16342,airbase
8087,pl0398a,Płock-Gimnazjum,52.556279,19.687672,97,poland,PL,background,urban,01/01/2008 00:00,14/12/2020 01:00,NET_PL_MZ_AQ,STA_PL0398A,PL0398A,619051,airbase; aqer:e1a; aqer:e2a
8088,pl0399a,MzPruszKraszeWSSE,52.162224,20.812777,103,poland,PL,background,urban,05/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,863,airbase
8089,pl0400a,MzSochPlocWSSE,52.229721,20.227501,96,poland,PL,background,urban,01/04/2008 00:00,30/12/2009 00:00,NA,NA,NA,556,airbase
8090,pl0404a,MzWolOgrodowa,52.344661,21.239511,90,poland,PL,background,urban,25/01/2008 00:00,23/12/2012 00:00,NA,NA,NA,1627,airbase
8091,pl0405a,OpBrzeg101,50.857498,17.463612,140,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,445,airbase
8092,pl0406a,OpKlucz235,50.974444,18.217508,188,poland,PL,background,urban,02/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,121,airbase
8093,pl0407a,OpPrud189,50.32111,17.577501,264,poland,PL,background,urban,02/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,475,airbase
8094,pl0408a,OpStrzel247,50.513889,18.303892,226,poland,PL,background,urban,02/01/2008 00:00,31/12/2008 00:00,NA,NA,NA,251,airbase
8095,pl0409a,OpZdze12392,50.435278,18.132514,215,poland,PL,background,urban,02/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,158,airbase
8096,pl0410a,PkJarosWIOSJanPawII,50.015833,22.672778,200,poland,PL,background,urban,04/01/2008 00:00,31/12/2010 00:00,NA,NA,NA,2671,airbase
8097,pl0411a,PkJarosWSSE3Maja,50.013332,22.693054,210,poland,PL,background,urban,04/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,572,airbase
8098,pl0412a,PkJasloWIOSFabr,49.754444,21.541117,277,poland,PL,background,urban,04/01/2008 00:00,31/12/2009 23:00,NA,NA,NA,9346,airbase
8099,pl0413a,Krosno-Kletówki,49.690169,21.7497,277,poland,PL,background,urban,16/01/2008 00:00,14/12/2020 00:00,NET_PL_PK_AQ,STA_PL0413A,PL0413A,28450,airbase; aqer:e1a; aqer:e2a
8100,pl0414a,PkPrzemyslWIOSMick,49.782433,22.782907,242,poland,PL,background,urban,24/03/2008 00:00,19/12/2012 07:00,NA,NA,NA,51061,airbase
8101,pl0416a,Pm.00.s218m,54.515556,18.538889,17,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1399,airbase
8102,pl0417a,Pm.00.s231m,54.440002,18.568335,5,poland,PL,background,urban,01/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1444,airbase
8103,pl0418a,Pm.00.s234m,54.473335,18.498333,108,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1377,airbase
8104,pl0419a,Pm.00.s428m,54.365833,18.627777,31,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1006,airbase
8105,pl0420a,Pm.00.s473m,54.402225,18.664165,4,poland,PL,background,urban,02/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,998,airbase
8106,pl0421a,Pm.00.s476m,54.386112,18.612223,13,poland,PL,background,urban,02/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1005,airbase
8107,pl0422a,Pm.00.s479m,54.358334,18.586111,102,poland,PL,background,urban,01/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1392,airbase
8108,pl0423a,Pm.02.s631m,53.695,17.557777,150,poland,PL,background,urban,02/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,911,airbase
8109,pl0424a,Pm.04.s472m,54.259724,18.633612,2,poland,PL,background,urban,01/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1392,airbase
8110,pl0425a,Pm.06.s711m,54.122498,17.978611,165,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1335,airbase
8111,pl0426a,Pm.07.s005m,53.733055,18.926111,69,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,213,airbase
8112,pl0427a,Pm.08.s076m,54.539165,17.742779,17,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,282,airbase
8113,pl0428a,Pm.08.s077m,54.764721,17.563889,5,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,284,airbase
8114,pl0429a,Pm.09.s067m,54.031666,19.034166,30,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,146,airbase
8115,pl0430a,Pm.12.s063m,54.588055,16.854168,8,poland,PL,background,urban,03/01/2008 00:00,28/12/2009 00:00,NA,NA,NA,289,airbase
8116,pl0431a,Pm.13.s618m,53.966667,18.534445,85,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1365,airbase
8117,pl0432a,Pm.14.s512m,54.090275,18.797222,50,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,981,airbase
8118,pl0433a,Pm.15.s128m,54.608608,18.248056,30,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1418,airbase
8119,pl0434a,Pm.63.s073m,54.468613,17.03611,18,poland,PL,background,urban,04/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,1282,airbase
8120,pl0435a,SkBuskoRzew,50.456669,20.719444,220,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,982,airbase
8121,pl0436a,SkBuskoWios,50.455406,20.721815,225,poland,PL,background,urban,01/01/2008 00:00,31/12/2008 00:00,NA,NA,NA,359,airbase
8122,pl0437a,SkChecBiaZag,50.804165,20.470556,270,poland,PL,background,suburban,01/01/2008 00:00,31/12/2009 23:00,NA,NA,NA,27246,airbase
8123,pl0438a,SkKielGalcz,50.883614,20.646667,287,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1452,airbase
8124,pl0439a,SkKonskArmKr,51.196388,20.416111,236,poland,PL,background,urban,02/01/2008 00:00,27/12/2009 00:00,NA,NA,NA,293,airbase
8125,pl0440a,SkSandomMac,50.685001,21.729168,206,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,294,airbase
8126,pl0441a,SkSkarzSlow,51.114445,20.866112,256,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,1178,airbase
8127,pl0442a,SkStaracMur,51.051666,21.093613,262,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,640,airbase
8128,pl0443a,Stacja ZMŚP UJK w Kielcach,50.86225,21.053006,514,poland,PL,background,rural,01/01/2008 00:00,15/11/2020 08:00,NET_PL_SK_AQ,STA_PL0443A,PL0443A,167071,airbase; aqer:e1a; aqer:e2a
8129,pl0444a,SlJastrJast_harce,49.952225,18.610279,275,poland,PL,background,urban,14/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,22,airbase
8130,pl0445a,SlJaworJawo_poczt,50.202225,19.277222,308,poland,PL,background,urban,14/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,205,airbase
8131,pl0447a,SlMiastMias_norwi,50.489723,18.918333,303,poland,PL,background,urban,01/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,728,airbase
8132,pl0448a,SlRybniRybn_szafr,50.095554,18.547499,235,poland,PL,background,urban,14/01/2008 00:00,30/12/2009 00:00,NA,NA,NA,206,airbase
8133,pl0449a,SlZorymZory_wojsk,50.045277,18.684444,265,poland,PL,background,urban,14/01/2008 00:00,30/12/2008 00:00,NA,NA,NA,23,airbase
8134,pl0450a,"Żywiec,ul.Słowackiego 2",49.687897,19.205877,352,poland,PL,background,urban,01/01/2008 00:00,19/12/2014 06:00,NET_PL_SL_AQ,STA_PL0450A,PL0450A,240880,airbase; aqer:e1a
8135,pl0451a,WmBartoWSSE_Boh_War,54.24778,20.813055,100,poland,PL,background,urban,02/01/2008 00:00,27/12/2009 00:00,NA,NA,NA,219,airbase
8136,pl0452a,WmDzialdWSSE_Biedraw,53.233334,20.177776,100,poland,PL,background,urban,02/01/2008 00:00,27/12/2009 00:00,NA,NA,NA,219,airbase
8137,pl0453a,WmElblagWSSE_Hetma,54.15667,19.403889,100,poland,PL,background,urban,01/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,1091,airbase
8138,pl0454a,WmElblagWSSE_Kalen,54.185833,19.399721,100,poland,PL,background,urban,01/01/2008 00:00,29/12/2009 00:00,NA,NA,NA,1384,airbase
8139,pl0455a,WmElblagWSSE_Krole,54.179447,19.428888,100,poland,PL,background,urban,02/01/2008 00:00,31/12/2009 00:00,NA,NA,NA,697,airbase
