,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
4250,fr10007,St Pol/mer Nord,51.033058,2.335556,4,france,FR,background,urban,01/01/2002 00:00,07/03/2017 09:00,NET-FR074A,STA-FR10007,FR10007,360225,airbase; aqer:e1a; aqer:e1a:xml
4251,fr10008,Coudekerque-Branche,51.01889,2.380569,5,france,FR,background,urban,01/01/1999 00:00,14/09/2007 07:00,NA,NA,NA,60878,airbase
4252,fr10009,Petite-Synthe,51.009998,2.325833,2,france,FR,background,urban,01/01/2002 00:00,05/01/2009 18:00,NA,NA,NA,317436,airbase
4253,fr10010,Bray-Dunes,51.069164,2.527231,5,france,FR,background,suburban,01/07/2005 00:00,02/03/2008 10:00,NA,NA,NA,6459,airbase
4254,fr10011,Grande-Synthe ANCIEN,51.011082,2.293056,5,france,FR,background,suburban,01/01/2002 00:00,10/09/2009 06:00,NA,NA,NA,68606,airbase
4255,fr10012,Mardyck,51.019164,2.250833,1,france,FR,industrial,suburban,01/01/1999 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10012,FR10012,500406,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4256,fr10013,Loon-Plage,50.995278,2.218889,3,france,FR,industrial,suburban,01/01/1999 00:00,03/01/2018 07:00,NET-FR074A,STA-FR10013,FR10013,138620,airbase; aqer:e1a; aqer:e1a:xml
4257,fr10014,GRAVELINES GS,50.981667,2.143064,7,france,FR,background,rural,01/01/2002 00:00,31/12/2006 00:00,NA,NA,NA,65771,airbase
4258,fr10015,Gravelines DRIRE,50.980556,2.142509,6,france,FR,background,suburban,01/07/2005 00:00,25/04/2008 14:00,NA,NA,NA,97727,airbase
4259,fr10016,Calais Berthelot,50.9471,1.84276,4,france,FR,background,urban,26/12/2007 00:00,11/06/2020 12:00,NET-FR074A,STA-FR10016,FR10016,218022,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4260,fr10017,St Pol mer - cheminots,51.03276,2.332358,4,france,FR,background,urban,01/01/2018 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10017,FR10017,75072,aqer:e1a; aqer:e2a
4261,fr10020,Calais Nord21,50.925003,1.858342,10,france,FR,industrial,urban,01/01/1999 00:00,31/12/2002 23:00,NA,NA,NA,27456,airbase
4262,fr10021,Calais Chateaub,50.955833,1.870281,33,france,FR,industrial,urban,01/01/2002 00:00,20/04/2007 09:00,NA,NA,NA,38668,airbase
4263,fr10022,Calais IUT,50.950527,1.8825,32,france,FR,industrial,suburban,01/01/2002 00:00,08/01/2009 11:00,NA,NA,NA,59676,airbase
4264,fr10023,Calais Lafayette,50.945835,1.860556,30,france,FR,traffic,urban,01/01/1999 00:00,26/01/2009 16:00,NA,NA,NA,432488,airbase
4265,fr10024,Calais Place Armes,50.959169,1.848333,2,france,FR,traffic,urban,01/01/2002 00:00,31/12/2011 23:00,NA,NA,NA,191488,airbase
4266,fr10025,Sangatte,50.9499,1.76894,3,france,FR,background,suburban,01/01/2002 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10025,FR10025,503574,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4267,fr10026,Calais Parmentier,50.950833,1.8425,3,france,FR,background,urban,01/01/2009 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10026,FR10026,429306,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4268,fr10027,Calais EREA,50.942503,1.8625,4,france,FR,industrial,suburban,01/11/2007 00:00,22/08/2017 08:00,NET-FR074A,STA-FR10027,FR10027,193343,airbase; aqer:e1a; aqer:e1a:xml
4269,fr10028,Gravelines PC/Drire,50.981664,2.143056,3,france,FR,industrial,suburban,19/03/2009 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10028,FR10028,92499,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4270,fr10029,Cappelle,50.995908,2.365994,3,france,FR,background,suburban,01/01/2009 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10029,FR10029,341936,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4271,fr10030,NA,50.71703,1.605913,7,france,FR,traffic,urban,15/01/2018 09:00,14/12/2020 01:00,NET-FR074A,STA-FR10030,FR10030,31137,aqer:e1a; aqer:e2a
4272,fr10031,Boulogne Centre,50.712472,1.6081,5,france,FR,traffic,urban,01/01/2002 00:00,06/03/2016 23:00,NET-FR074A,STA-FR10031,FR10031,286621,airbase; aqer:e1a; aqer:e1a:xml
4273,fr10032,Outreau,50.693892,1.576389,58,france,FR,background,suburban,01/01/2002 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10032,FR10032,568101,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4274,fr10033,Wimereux,50.77972,1.620003,25,france,FR,background,suburban,01/07/2005 00:00,08/02/2006 18:00,NA,NA,NA,10065,airbase
4275,fr10034,Grande-synthe,51.011206,2.293056,3,france,FR,industrial,urban,18/08/2009 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10034,FR10034,392847,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4276,fr10041,St Omer Ribot,50.748333,2.254722,12,france,FR,background,urban,06/03/2006 00:00,13/12/2020 23:00,NET-FR074A,STA-FR10041,FR10041,463880,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4277,fr1010a,ESTAIRES1,50.642223,2.721392,16,france,FR,industrial,suburban,01/01/1999 00:00,31/12/2002 22:00,NA,NA,NA,15263,airbase
4278,fr10132,Campagne les B.,50.6105,1.9915,170,france,FR,background,rural_regional,01/06/2011 00:00,14/12/2020 01:00,NET-FR074A,STA-FR10132,FR10132,207949,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4279,fr1054a,BERTHELOT12,43.587219,1.443897,150,france,FR,background,suburban,01/01/1999 00:00,31/12/2002 23:00,NA,NA,NA,126017,airbase
4280,fr1056a,MONTBELIARD Centre3,47.509167,6.799181,331,france,FR,background,urban,01/01/1999 00:00,24/04/2001 06:00,NA,NA,NA,24337,airbase
4281,fr11002,Roubaix Chateau,50.690971,3.176547,29,france,FR,background,urban,01/01/1999 00:00,13/01/2009 00:00,NA,NA,NA,281179,airbase
4282,fr11004,PISCINE,50.643059,3.015014,24,france,FR,background,urban,01/01/1999 00:00,14/02/1999 00:00,NA,NA,NA,45,airbase
4283,fr11005,LIBERTE,50.637222,3.052244,19,france,FR,traffic,urban,01/01/1999 00:00,06/03/2006 06:00,NA,NA,NA,175071,airbase
4284,fr11007,Lille Leeds,50.640793,3.074772,20,france,FR,traffic,urban,15/06/2016 00:00,14/12/2020 00:00,NET-FR074A,STA-FR11007,FR11007,132144,aqer:e1a; aqer:e2a
4285,fr11011,CIO,50.609997,2.990561,24,france,FR,industrial,suburban,01/01/1999 00:00,11/01/2003 07:00,NA,NA,NA,18281,airbase
4286,fr11013,ALLENDE,50.620277,3.132792,35,france,FR,background,urban,01/01/1999 00:00,31/05/1999 23:00,NA,NA,NA,2814,airbase
4287,fr11015,Baisieux Ecoles,50.616165,3.228158,27,france,FR,background,rural,01/01/1999 00:00,13/01/2008 06:00,NA,NA,NA,146137,airbase
4288,fr11016,Marcq CTM,50.671172,3.077681,19,france,FR,background,urban,01/01/1999 00:00,14/12/2020 00:00,NET-FR074A,STA-FR11016,FR11016,503572,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4289,fr11017,Wervicq Dalle,50.764999,3.047236,40,france,FR,industrial,suburban,01/01/1999 00:00,31/10/2007 23:00,NA,NA,NA,58059,airbase
4290,fr11019,Lille Pasteur,50.629692,3.075872,23,france,FR,traffic,urban,01/01/1999 00:00,06/01/2009 16:00,NA,NA,NA,225930,airbase
4291,fr11022,Armentieres Centre,50.688733,2.885236,19,france,FR,background,urban,01/01/1999 00:00,19/12/2016 09:00,NET-FR074A,STA-FR11022,FR11022,536997,airbase; aqer:e1a; aqer:e1a:xml
4292,fr11023,Lille MONTEBELLO,50.586388,3.0464,23,france,FR,traffic,suburban,01/01/1999 00:00,31/12/2000 23:00,NA,NA,NA,49848,airbase
4293,fr11024,Lille Faidherbe,50.615276,3.083997,30,france,FR,background,suburban,01/01/1999 00:00,06/01/2009 13:00,NA,NA,NA,120720,airbase
4294,fr11025,Lille Fives,50.629444,3.090833,25,france,FR,background,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR074A,STA-FR11025,FR11025,514577,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4295,fr11026,Halluin stade,50.775481,3.127047,24,france,FR,background,suburban,01/01/1999 00:00,14/12/2020 01:00,NET-FR074A,STA-FR11026,FR11026,506772,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4296,fr11027,Tourcoing Centre,50.72545,3.159958,42,france,FR,background,urban,01/01/1999 00:00,13/12/2018 08:00,NET-FR074A,STA-FR11027,FR11027,426907,airbase; aqer:e1a; aqer:e1a:xml
4297,fr11029,Lomme Hugo,50.632431,3.004547,21,france,FR,background,urban,01/05/1999 00:00,02/10/2011 23:00,NA,NA,NA,218532,airbase
4298,fr11030,Salome Ecoles,50.532031,2.839,24,france,FR,background,suburban,01/01/1999 00:00,17/12/2018 09:00,NET-FR074A,STA-FR11030,FR11030,503335,airbase; aqer:e1a; aqer:e1a:xml
4299,fr11031,LA BASSEE/CENTRE,50.536667,2.846678,15,france,FR,traffic,suburban,01/01/1999 00:00,02/01/2006 23:00,NA,NA,NA,149057,airbase
4300,fr11032,VAscq / Rameau,50.623886,3.143064,27,france,FR,background,suburban,01/07/1999 00:00,01/08/2006 19:00,NA,NA,NA,135382,airbase
4301,fr11033,Lesquin Centre,50.589447,3.117222,49,france,FR,background,suburban,14/04/2000 00:00,04/03/2015 08:00,NET-FR074A,STA-FR11033,FR11033,285880,airbase; aqer:e1a; aqer:e1a:xml
4302,fr11034,Roubaix Serres,50.706537,3.18065,31,france,FR,traffic,urban,18/02/2002 00:00,14/12/2020 01:00,NET-FR074A,STA-FR11034,FR11034,603292,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4303,fr11035,Wasquehal-Jouhaux,50.663612,3.130847,70,france,FR,background,NA,30/04/2004 00:00,06/07/2006 07:00,NA,NA,NA,35939,airbase
4304,fr11036,Haubourdin Pompiers,50.611942,2.979178,25,france,FR,traffic,urban,02/01/2003 00:00,05/01/2006 10:00,NA,NA,NA,69818,airbase
4305,fr11114,Wattignies,50.59774,3.04946,51,france,FR,background,suburban,28/05/2015 13:00,14/12/2020 00:00,NET-FR074A,STA-FR11114,FR11114,45897,aqer:e1a; aqer:e2a
4306,fr1182a,1I92,48.891392,2.240561,2,france,FR,background,suburban,01/12/2000 00:00,31/12/2000 23:00,NA,NA,NA,439,airbase
4307,fr1185a,Montivilliers2,49.545277,0.185297,20,france,FR,background,suburban,01/01/2000 00:00,01/01/2004 00:00,NA,NA,NA,56835,airbase
4308,fr12001,COLOMIERS,43.619725,1.3475,154,france,FR,background,suburban,15/02/1999 00:00,12/04/2017 05:00,NET-FR068A,STA-FR12001,FR12001,443459,airbase; aqer:e1a; aqer:e1a:xml
4309,fr12002,POMPAGE PECH-DAVID,43.563889,1.439172,145,france,FR,industrial,rural,01/01/1999 00:00,22/12/2006 07:00,NA,NA,NA,86578,airbase
4310,fr12003,CHU RANGUEIL,43.559723,1.451964,261,france,FR,background,suburban,01/01/1999 00:00,31/12/2006 23:00,NA,NA,NA,89183,airbase
4311,fr12004,ECOLE M.JACQUIER,43.575556,1.418611,143,france,FR,background,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12004,FR12004,590976,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4312,fr12005,CYPRIEN,43.598336,1.431667,137,france,FR,traffic,urban,01/01/1999 00:00,01/08/2011 06:00,NA,NA,NA,420530,airbase
4313,fr12007,leo lagrange,43.577778,1.417789,143,france,FR,background,suburban,01/01/1999 00:00,24/09/2001 10:00,NA,NA,NA,24693,airbase
4314,fr12008,RUE DE METZ,43.601108,1.443333,146,france,FR,traffic,urban,01/01/1999 00:00,01/01/2018 00:00,NET-FR068A,STA-FR12008,FR12008,469766,airbase; aqer:e1a; aqer:e1a:xml
4315,fr12009,RUE PARGAMINIERES,43.605556,1.438611,142,france,FR,traffic,urban,01/01/1999 00:00,29/04/2015 04:00,NET-FR068A,STA-FR12009,FR12009,424427,airbase; aqer:e1a; aqer:e1a:xml
4316,fr12010,AFPA,43.57222,1.42028,143,france,FR,industrial,suburban,02/01/1999 00:00,22/02/1999 08:00,NA,NA,NA,1179,airbase
4317,fr12012,Faure,43.6361084,1.43138885,136,france,FR,industrial,suburban,01/01/2009 00:00,01/01/2018 00:00,NET-FR068A,STA-FR12012,FR12012,58,airbase; aqer:e1a; aqer:e1a:xml
4318,fr12013,Ferry,43.63389206,1.43110824,136,france,FR,industrial,suburban,01/01/2009 00:00,01/01/2018 00:00,NET-FR068A,STA-FR12013,FR12013,50,airbase; aqer:e1a; aqer:e1a:xml
4319,fr12015,MIRAMONT,43.094442,0.744722,351,france,FR,industrial,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12015,FR12015,164754,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4320,fr12016,DAURAT ST GAUDENS,43.106389,0.718889,395,france,FR,industrial,urban,01/01/1999 00:00,13/12/2020 20:00,NET-FR068A,STA-FR12016,FR12016,164239,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4321,fr12017,CANTEPAU ALBI,43.928056,2.1625,182,france,FR,background,suburban,01/01/1999 00:00,31/12/2013 23:00,NET-FR068A,STA-FR12017,FR12017,454788,airbase; aqer:e1a:xml
4322,fr12020,PEYRUSSE,43.630278,0.179722,240,france,FR,background,rural_remote,01/01/1999 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12020,FR12020,711073,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4323,fr12021,MAZADES,43.623614,1.438611,139,france,FR,background,urban,01/01/1999 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12021,FR12021,668469,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4324,fr12022,VIVIEZ,44.557777,2.214458,220,france,FR,industrial,rural,01/01/1999 00:00,31/12/2002 00:00,NA,NA,NA,11435,airbase
4325,fr12023,calas,43.599998,1.5,144,france,FR,background,urban,02/01/1999 00:00,12/01/1999 06:00,NA,NA,NA,508,airbase
4326,fr12024,BALMA,43.613336,1.488889,138,france,FR,background,suburban,01/01/1999 00:00,06/05/2011 17:00,NA,NA,NA,217483,airbase
4327,fr12025,VICTOR HUGO,43.233889,0.0675,305,france,FR,background,urban,01/01/1999 00:00,31/12/2011 23:00,NA,NA,NA,483639,airbase
4328,fr12026,ALBI DELMAS,43.928056,2.146111,182,france,FR,background,urban,01/01/1999 00:00,13/12/2020 20:00,NET-FR068A,STA-FR12026,FR12026,766975,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4329,fr12027,PAUL BERT TARBES,43.231947,0.082222,311,france,FR,background,urban,01/01/1999 00:00,31/12/2011 23:00,NA,NA,NA,485597,airbase
4330,fr12028,AVIGNONET-LAURAGAIS,43.363331,1.788614,228,france,FR,background,rural,02/01/1999 00:00,31/05/1999 23:00,NA,NA,NA,3079,airbase
4331,fr12029,GAUDONVILLE,43.883611,0.845,222,france,FR,background,rural_regional,01/01/1999 00:00,13/12/2020 20:00,NET-FR068A,STA-FR12029,FR12029,301514,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4332,fr1202a,LABO HYGIENE1,47.286945,-1.550842,6,france,FR,traffic,urban,01/01/2000 00:00,31/12/2002 23:00,NA,NA,NA,51699,airbase
4333,fr12030,BERTHELOT,43.587219,1.443889,150,france,FR,background,urban,01/01/2002 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12030,FR12030,722602,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4334,fr12031,BELESTA EN LAURAGAIS,43.441392,1.821944,260,france,FR,background,rural_regional,26/07/1999 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12031,FR12031,402930,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4335,fr12032,CCIT TOULOUSE,43.597222,1.445833,146,france,FR,traffic,urban,01/01/2001 00:00,25/01/2010 00:00,NA,NA,NA,4732,airbase
4336,fr12034,HOPITAL CASTRES,43.601389,2.241111,176,france,FR,background,urban,01/01/2003 00:00,16/03/2011 14:00,NA,NA,NA,261910,airbase
4337,fr12035,CASTRES RUE EDIT,43.603861,2.239167,520,france,FR,background,urban,01/01/2003 00:00,22/12/2010 00:00,NA,NA,NA,2762,airbase
4338,fr12037,DOAS TOULOUSE,43.604164,1.4464,150,france,FR,background,urban,01/01/2004 00:00,21/01/2008 11:00,NA,NA,NA,75763,airbase
4339,fr12038,BOULODROME,43.63583333,1.42944444,136,france,FR,industrial,urban,01/01/2010 00:00,01/01/2018 00:00,NET-FR068A,STA-FR12038,FR12038,54,airbase; aqer:e1a; aqer:e1a:xml
4340,fr12039,EISENHOWER,43.560836,1.395,159,france,FR,industrial,urban,01/01/2004 00:00,13/12/2020 19:00,NET-FR068A,STA-FR12039,FR12039,70832,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4341,fr1203a,LABO HYGIENE2,47.204166,-1.549736,7,france,FR,traffic,urban,30/11/2000 00:00,31/12/2000 23:00,NA,NA,NA,2322,airbase
4342,fr12040,CHAPITRE,43.556944,1.406389,148,france,FR,industrial,urban,01/01/2004 00:00,14/12/2020 00:00,NET-FR068A,STA-FR12040,FR12040,70180,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4343,fr12041,SICOVAL,43.457497,1.571111,192,france,FR,background,suburban,01/01/2004 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12041,FR12041,207675,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4344,fr12042,LOURDES LAPACCA,43.096944,-0.038889,405,france,FR,background,urban,06/09/2004 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12042,FR12042,453282,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4345,fr12043,Aeroport cote piste,43.630833,1.373056,150,france,FR,traffic,suburban,31/03/2005 00:00,31/12/2011 23:00,NA,NA,NA,79254,airbase
4346,fr12044,Aeroport cote trafic,43.634003,1.376,150,france,FR,industrial,suburban,01/01/2007 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12044,FR12044,112762,airbase; aqer:e1a; aqer:e2a
4347,fr12045,LOURDES PARADIS,43.094997,-0.051944,377,france,FR,traffic,urban,01/01/2007 00:00,10/06/2020 06:00,NET-FR068A,STA-FR12045,FR12045,352156,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4348,fr12046,MONTAUBAN,44.03056,1.416667,113,france,FR,background,suburban,01/01/2007 00:00,15/04/2015 10:00,NET-FR068A,STA-FR12046,FR12046,107878,airbase; aqer:e1a; aqer:e1a:xml
4349,fr12047,BESSIERES,43.803889,1.595833,104,france,FR,industrial,rural_nearcity,01/01/2007 00:00,13/12/2020 23:00,NET-FR068A,STA-FR12047,FR12047,72233,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4350,fr12049,UMICORE VIVIEZ,44.55528,2.21944,200,france,FR,industrial,urban,05/01/2015 10:18,01/01/2017 00:00,NET-FR068A,STA-FR12049,FR12049,12,aqer:e1a
4351,fr12050,VIVIEZ-Place du 8 Mai,44.560278,2.226111,260,france,FR,industrial,urban,02/01/2013 00:00,01/01/2017 00:00,NET-FR068A,STA-FR12050,FR12050,47,aqer:e1a; aqer:e1a:xml
4352,fr12051,VIVIEZ-Stade,44.545833,2.225556,200,france,FR,industrial,urban,02/01/2013 00:00,01/01/2017 00:00,NET-FR068A,STA-FR12051,FR12051,48,aqer:e1a; aqer:e1a:xml
4353,fr12052,Lycée Dupuy à Tarbes,43.230278,0.062222,311,france,FR,background,urban,01/01/2011 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12052,FR12052,352267,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4354,fr12053,Stade Travet CASTRES,43.610556,2.23,183,france,FR,background,urban,10/01/2011 00:00,14/12/2020 01:00,NET-FR068A,STA-FR12053,FR12053,275801,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4355,fr12054,TRAFIC_TOULOUSE,43.643056,1.46765,145,france,FR,traffic,urban,01/01/2013 00:00,13/12/2020 12:00,NET-FR068A,STA-FR12054,FR12054,230350,aqer:e1a; aqer:e2a; aqer:e1a:xml
4356,fr12055,ALBI MASSOL,43.92213,2.146845,173,france,FR,traffic,urban,01/01/2015 00:00,16/12/2015 08:00,NET-FR068A,STA-FR12055,FR12055,16223,aqer:e1a
4357,fr12056,MILLAU,44.10618,3.072178,389,france,FR,background,urban,22/01/2015 00:00,12/02/2019 13:00,NET-FR068A,STA-FR12056,FR12056,35113,aqer:e1a; aqer:e2a
4358,fr12057,PAMIERS,43.11442,1.622587,301,france,FR,background,urban,27/01/2015 11:00,01/04/2019 08:00,NET-FR068A,STA-FR12057,FR12057,35738,aqer:e1a; aqer:e2a
4359,fr12085,Port de l Embouchure,43.610386,1.4152,147,france,FR,traffic,urban,01/01/2018 00:00,13/12/2020 22:00,NET-FR068A,STA-FR12085,FR12085,45508,aqer:e1a; aqer:e2a
4360,fr1227a,Montivilliers3,49.545277,1.121947,20,france,FR,background,suburban,01/01/2002 00:00,31/12/2002 23:00,NA,NA,NA,18221,airbase
4361,fr1250a,MONTBELIARD Centre7,47.511391,6.795845,320,france,FR,background,suburban,01/05/2001 00:00,31/12/2002 23:00,NA,NA,NA,29377,airbase
4362,fr13001,DAMBENOIS ecole,47.543888,6.867228,333,france,FR,background,suburban,01/01/1999 00:00,31/12/2001 23:00,NA,NA,NA,53272,airbase
4363,fr13002,Montbéliard Coteau J,47.501139,6.786083,343,france,FR,background,suburban,01/01/1999 00:00,30/10/2013 12:00,NET-FR073A,STA-FR13002,STA-FR13002,426487,airbase; aqer:e1a:xml
4364,fr13004,Sochaux ateliers,47.51665,6.828911,320,france,FR,industrial,urban,01/01/1999 00:00,04/01/2009 23:00,NA,NA,NA,72045,airbase
4365,fr13005,Audincourt place,47.486686,6.842492,321,france,FR,traffic,urban,01/01/1999 00:00,31/03/2010 11:00,NA,NA,NA,213913,airbase
4366,fr13007,Montbéliard centre,47.510306,6.794,331,france,FR,background,urban,01/01/2002 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13007,STA-FR13007,186369,airbase; aqer:e1a:xml
4367,fr13008,Valdoie centre,47.665528,6.843139,373,france,FR,background,suburban,01/01/1999 00:00,03/01/2011 11:00,NA,NA,NA,335670,airbase
4368,fr13009,Belfort Octroi,47.640667,6.859278,360,france,FR,traffic,urban,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13009,STA-FR13009,355414,airbase; aqer:e1a:xml
4369,fr13011,Montandon Baresans,47.294639,6.825861,746,france,FR,background,rural,01/01/1999 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13011,STA-FR13011,250922,airbase; aqer:e1a:xml
4370,fr13012,Dambenois Citoyen,47.538194,6.868361,365,france,FR,background,suburban,01/01/2002 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13012,STA-FR13012,187937,airbase; aqer:e1a:xml
4371,fr13014,Vesoul Pres Caillet,47.62,6.157611,217,france,FR,background,urban,01/07/2002 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13014,STA-FR13014,323629,airbase; aqer:e1a:xml
4372,fr13016,Belfort centre,47.63075,6.859028,357,france,FR,background,urban,01/01/2008 00:00,31/12/2013 23:00,NET-FR073A,STA-FR13016,STA-FR13016,77244,airbase; aqer:e1a:xml
4373,fr14001,CERNAY Baie locale,49.259445,4.056117,90,france,FR,background,urban,06/01/1999 00:00,31/12/2006 23:00,NA,NA,NA,283862,airbase
4374,fr14002,MURIGNY,49.225277,4.021667,90,france,FR,background,urban,01/01/1999 00:00,29/06/2009 00:00,NA,NA,NA,370786,airbase
4375,fr14003,COURAUX,49.236111,4.050556,90,france,FR,background,suburban,01/01/1999 00:00,19/01/2010 07:00,NA,NA,NA,234406,airbase
4376,fr14004,MAIRIE REIMS,49.258608,4.031111,87,france,FR,background,urban,01/01/1999 00:00,28/03/2018 07:00,NET-FR075A,STA-FR14004,FR14004,611242,airbase; aqer:e1a; aqer:e1a:xml
4377,fr14005,EDF SAINT CHARLES,49.261391,4.002244,70,france,FR,background,suburban,01/01/1999 00:00,31/01/2001 23:00,NA,NA,NA,17661,airbase
4378,fr14006,Chatillons,49.227501,4.031959,95,france,FR,background,urban,01/01/1999 00:00,28/02/2006 23:00,NA,NA,NA,125761,airbase
4379,fr14007,Adriatique Europe,49.245277,4.064736,110,france,FR,background,urban,01/01/1999 00:00,11/02/2005 08:00,NA,NA,NA,80519,airbase
4380,fr14008,REVIN,49.90778,4.63,394,france,FR,background,rural_remote,08/01/1999 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14008,FR14008,534909,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4381,fr14009,TINQUEUX,49.246111,3.992778,90,france,FR,background,suburban,19/03/2001 00:00,04/05/2011 11:00,NA,NA,NA,389365,airbase
4382,fr14010,BETHENY,49.282219,4.051111,91,france,FR,background,suburban,17/10/2005 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14010,FR14010,394263,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4383,fr14011,DOUMER,49.250732,4.023064,80,france,FR,traffic,urban,01/01/2014 00:00,14/12/2020 00:00,NET-FR075A,STA-FR14011,FR14011,170623,aqer:e1a; aqer:e2a
4384,fr14012,Jean d Aulan,49.224167,4.020556,96,france,FR,background,urban,19/12/2008 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14012,FR14012,484431,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4385,fr14013,VENISE,49.2477,4.034142,82,france,FR,traffic,urban,05/01/2010 00:00,06/01/2014 23:00,NET-FR075A,STA-FR14013,FR14013,120557,airbase; aqer:e1a; aqer:e1a:xml
4386,fr14021,ST MEMMIE,48.953611,4.3825,90,france,FR,background,urban,02/08/2001 00:00,27/09/2010 06:00,NA,NA,NA,260979,airbase
4387,fr14022,CHALONS,48.962222,4.36,86,france,FR,background,suburban,31/05/2006 00:00,14/12/2020 00:00,NET-FR075A,STA-FR14022,FR14022,493841,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4388,fr14028,Rempart Perrier,49.0461,3.955911,74,france,FR,traffic,urban,01/01/2015 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14028,FR14028,145127,aqer:e1a; aqer:e2a
4389,fr14029,Capitainerie,48.7266,4.594781,101,france,FR,background,suburban,01/01/2015 00:00,14/12/2020 00:00,NET-FR075A,STA-FR14029,FR14029,128190,aqer:e1a; aqer:e2a
4390,fr14031,LA TOUR,48.301667,4.076944,109,france,FR,background,urban,01/06/1999 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14031,FR14031,761078,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4391,fr14032,ST PARRES AUX TERTRE,48.299167,4.117222,122,france,FR,background,suburban,11/06/1999 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14032,FR14032,292638,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4392,fr14033,STE SAVINE,48.295003,4.050278,119,france,FR,background,urban,23/10/1999 00:00,14/12/2020 01:00,NET-FR075A,STA-FR14033,FR14033,645487,airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml
4393,fr14041,Saint Dizier,48.645557,4.967508,150,france,FR,background,urban,01/07/2002 00:00,01/09/2003 00:00,NA,NA,NA,42035,airbase
